step,losses/eval.bodypart_heatmap,losses/eval.bodypart_locref,losses/eval.bodypart_total_loss,losses/eval.identity_heatmap,losses/eval.identity_total_loss,losses/eval.total_loss,losses/train.bodypart_heatmap,losses/train.bodypart_locref,losses/train.bodypart_total_loss,losses/train.identity_heatmap,losses/train.identity_total_loss,losses/train.total_loss,metrics/test.mAP,metrics/test.mAR,metrics/test.rmse,metrics/test.rmse_pcutoff
100,0.0006486625643447042,0.1587579995393753,0.004293281584978104,0.04453887417912483,0.04453887417912483,0.024416077882051468,0.00023749846150167286,0.0472787581384182,0.001300718286074698,0.006898665335029364,0.006898665335029364,0.00409969175234437,80.89318727088389,84.87684729064038,8.957357467195024,5.225911902165727
101,,,,,,,0.00022886673104949296,0.04553106054663658,0.001252710004337132,0.006971764378249645,0.006971764378249645,0.004112237133085728,,,,
102,,,,,,,0.0002244181087007746,0.04383733868598938,0.0012081427266821265,0.006763200741261244,0.006763200741261244,0.003985672257840633,,,,
103,,,,,,,0.0002246568474220112,0.0429704375565052,0.0011865892447531223,0.006626782938838005,0.006626782938838005,0.00390668585896492,,,,
104,,,,,,,0.00022659859678242356,0.04504591226577759,0.0012394468067213893,0.00683287438005209,0.00683287438005209,0.004036160185933113,,,,
105,,,,,,,0.00022530333080794662,0.04457126930356026,0.001226933440193534,0.00652704993262887,0.00652704993262887,0.0038769913371652365,,,,
106,,,,,,,0.00022632369655184448,0.04283301159739494,0.0011839872458949685,0.006467760540544987,0.006467760540544987,0.0038258740678429604,,,,
107,,,,,,,0.00022330941283144057,0.043903764337301254,0.001209248905070126,0.006482514087110758,0.006482514087110758,0.0038458819035440683,,,,
108,,,,,,,0.00022174479090608656,0.04291008412837982,0.0011836246121674776,0.00652724876999855,0.00652724876999855,0.003855436574667692,,,,
109,,,,,,,0.00022324426390696317,0.04244934022426605,0.001172855612821877,0.006601726170629263,0.006601726170629263,0.0038872912991791964,,,,
110,0.0006485672201961279,0.16386961936950684,0.004421023651957512,0.05094803124666214,0.05094803124666214,0.027684524655342102,0.00022952983272261918,0.0454355925321579,0.0012506546918302774,0.006589150987565517,0.006589150987565517,0.003919903188943863,80.8050769413177,84.92610837438423,9.31463538961751,5.358531075388765
111,,,,,,,0.00022962420189287513,0.04557662084698677,0.0012542278273031116,0.006941880565136671,0.006941880565136671,0.004098054021596909,,,,
112,,,,,,,0.00022061531490180641,0.04225045442581177,0.0011665690690279007,0.0061675142496824265,0.0061675142496824265,0.00366704142652452,,,,
113,,,,,,,0.00021651459974236786,0.039937540888786316,0.0011066958541050553,0.006006339564919472,0.006006339564919472,0.0035565171856433153,,,,
114,,,,,,,0.00021640043996740133,0.040357157588005066,0.001117129111662507,0.006064376328140497,0.006064376328140497,0.0035907530691474676,,,,
115,,,,,,,0.00021404612925834954,0.040054988116025925,0.0011083978461101651,0.005932374391704798,0.005932374391704798,0.003520386526361108,,,,
116,,,,,,,0.00021321052918210626,0.040078360587358475,0.0011085643200203776,0.005931407678872347,0.005931407678872347,0.0035199858248233795,,,,
117,,,,,,,0.00021208619000390172,0.03958772495388985,0.0010957360500469804,0.006128977052867413,0.006128977052867413,0.003612356726080179,,,,
118,,,,,,,0.00021778461814392358,0.04108728468418121,0.0011360743083059788,0.006156895309686661,0.006156895309686661,0.0036464848089963198,,,,
119,,,,,,,0.0002117393451044336,0.04004682973027229,0.0011070403270423412,0.006104245316237211,0.006104245316237211,0.00360564305447042,,,,
120,0.0006449372158385813,0.16206298768520355,0.004374043084681034,0.05325102433562279,0.05325102433562279,0.02881253883242607,0.000214219035115093,0.040719348937273026,0.0011250932002440095,0.006214909255504608,0.006214909255504608,0.0036700016353279352,81.00002183656055,84.82758620689654,9.312646165177455,5.743923452887277
121,,,,,,,0.00021104156621731818,0.03885180875658989,0.0010768158826977015,0.00583455478772521,0.00583455478772521,0.0034556847531348467,,,,
122,,,,,,,0.0002001785469474271,0.03608718886971474,0.00100226909853518,0.005593020003288984,0.005593020003288984,0.0032976451329886913,,,,
123,,,,,,,0.00020129562471993268,0.035515546798706055,0.0009885365143418312,0.0055124759674072266,0.0055124759674072266,0.0032505064737051725,,,,
124,,,,,,,0.0001996457576751709,0.0349159874022007,0.0009727226570248604,0.0054815346375107765,0.0054815346375107765,0.003227128880098462,,,,
125,,,,,,,0.00021364523854572326,0.03970647603273392,0.001099484390579164,0.0059662070125341415,0.0059662070125341415,0.0035328457597643137,,,,
126,,,,,,,0.00020235760894138366,0.036172859370708466,0.0010055003222078085,0.005624587181955576,0.005624587181955576,0.0033150443341583014,,,,
127,,,,,,,0.0002032962947851047,0.03599633276462555,0.0010015565203502774,0.005438347812741995,0.005438347812741995,0.003219951642677188,,,,
128,,,,,,,0.0002059491816908121,0.03619643300771713,0.0010078854393213987,0.005541303660720587,0.005541303660720587,0.003274594433605671,,,,
129,,,,,,,0.0002041966508841142,0.03569674864411354,0.0009945171186700463,0.005408199969679117,0.005408199969679117,0.003201358951628208,,,,
130,0.0006391537608578801,0.16257579624652863,0.004383970983326435,0.05430890619754791,0.05430890619754791,0.029346439987421036,0.0002043640852207318,0.03453638777136803,0.0009655918111093342,0.005464009940624237,0.005464009940624237,0.0032148007303476334,80.9536728629242,84.82758620689654,9.471234840684426,5.299844789116791
131,,,,,,,0.00020686149946413934,0.03729953244328499,0.0010359190637245774,0.0057044909335672855,0.0057044909335672855,0.003370204707607627,,,,
132,,,,,,,0.0002050540060736239,0.03659067675471306,0.001017293892800808,0.0054322113282978535,0.0054322113282978535,0.0032247526105493307,,,,
133,,,,,,,0.00020513636991381645,0.037988435477018356,0.0010522791417315602,0.005765057634562254,0.005765057634562254,0.0034086687956005335,,,,
134,,,,,,,0.00020069592574145645,0.03644300252199173,0.0010114229517057538,0.005741303786635399,0.005741303786635399,0.0033763630781322718,,,,
135,,,,,,,0.0001999921805690974,0.033984288573265076,0.0009496033890172839,0.005068380851298571,0.005068380851298571,0.0030089919455349445,,,,
136,,,,,,,0.00021002678840886801,0.038277316838502884,0.0010619463864713907,0.005758637562394142,0.005758637562394142,0.0034102920908480883,,,,
137,,,,,,,0.00020919479720760137,0.03869985416531563,0.0010720937279984355,0.005860314704477787,0.005860314704477787,0.003466204274445772,,,,
138,,,,,,,0.00020347762620076537,0.03710702061653137,0.0010294143576174974,0.005616214592009783,0.005616214592009783,0.003322814591228962,,,,
139,,,,,,,0.00020098092500120401,0.035275306552648544,0.0009823731379583478,0.005277732387185097,0.005277732387185097,0.0031300527043640614,,,,
140,0.0006373996147885919,0.1634417325258255,0.004404742736369371,0.055898021906614304,0.055898021906614304,0.030151382088661194,0.00019878971215803176,0.03492431715130806,0.0009725027484819293,0.005370767787098885,0.005370767787098885,0.003171635325998068,80.66755850766202,84.67980295566502,9.495015665491904,5.305423651826767
141,,,,,,,0.00019613848417066038,0.034478217363357544,0.0009600247140042484,0.005251429509371519,0.005251429509371519,0.0031057270243763924,,,,
142,,,,,,,0.0002096435200655833,0.03956346958875656,0.0010939085623249412,0.005886531434953213,0.005886531434953213,0.003490220522508025,,,,
143,,,,,,,0.00020302717166487128,0.035599131137132645,0.0009914918337017298,0.005315425805747509,0.005315425805747509,0.0031534587033092976,,,,
144,,,,,,,0.00019806156342383474,0.03384558856487274,0.0009451704099774361,0.005179667379707098,0.005179667379707098,0.003062419593334198,,,,
145,,,,,,,0.00020371739810798317,0.03521210327744484,0.0009821612620726228,0.005418362095952034,0.005418362095952034,0.003200261853635311,,,,
146,,,,,,,0.00020179619605187327,0.03578370437026024,0.000995490700006485,0.005683769006282091,0.005683769006282091,0.003339629853144288,,,,
147,,,,,,,0.00019789690850302577,0.03541886433959007,0.0009844200685620308,0.005209765862673521,0.005209765862673521,0.0030970931984484196,,,,
148,,,,,,,0.00019710295600816607,0.03376340493559837,0.0009426366887055337,0.005381497088819742,0.005381497088819742,0.0031620662193745375,,,,
149,,,,,,,0.00020634480461012572,0.0348324216902256,0.0009739829692989588,0.005365288816392422,0.005365288816392422,0.003169636009261012,,,,
150,0.0006354291690513492,0.16284209489822388,0.004388767294585705,0.05634515732526779,0.05634515732526779,0.030366962775588036,0.00020318244060035795,0.035591915249824524,0.0009913890389725566,0.005568164400756359,0.005568164400756359,0.0032797767780721188,81.44153443347551,85.1231527093596,9.38097833454176,5.26424584471569
151,,,,,,,0.00019494534353725612,0.03323023393750191,0.0009282285463996232,0.00496206758543849,0.00496206758543849,0.0029451479203999043,,,,
152,,,,,,,0.0002034773788182065,0.03532706946134567,0.0009849154157564044,0.0054047503508627415,0.0054047503508627415,0.003194833407178521,,,,
153,,,,,,,0.00020680339366663247,0.03679591789841652,0.0010232997592538595,0.005508177913725376,0.005508177913725376,0.0032657389529049397,,,,
154,,,,,,,0.00019930486450903118,0.035212479531764984,0.0009799643885344267,0.005392279475927353,0.005392279475927353,0.003186121815815568,,,,
155,,,,,,,0.00020272552501410246,0.036834634840488434,0.00102222862187773,0.005635497160255909,0.005635497160255909,0.0033288628328591585,,,,
156,,,,,,,0.00020541028061416,0.03452884033322334,0.0009659262141212821,0.005331613589078188,0.005331613589078188,0.0031487697269767523,,,,
157,,,,,,,0.00020350828708615154,0.035101670771837234,0.0009792959317564964,0.005285934079438448,0.005285934079438448,0.003132615238428116,,,,
158,,,,,,,0.00020534881332423538,0.036287516355514526,0.0010098624043166637,0.005502606276422739,0.005502606276422739,0.0032562341075390577,,,,
159,,,,,,,0.00020191501243971288,0.036048416048288345,0.0010021678172051907,0.005525585729628801,0.005525585729628801,0.0032638765405863523,,,,
160,0.000635288015473634,0.1633627563714981,0.004401713144034147,0.056907277554273605,0.056907277554273605,0.03065449558198452,0.00019864898058585823,0.03354208171367645,0.0009378766408190131,0.005064078606665134,0.005064078606665134,0.0030009772162884474,81.2807363457298,84.97536945812809,9.200667226430001,5.304943204700378
161,,,,,,,0.00020062734256498516,0.03425093740224838,0.0009565872605890036,0.00528667913749814,0.00528667913749814,0.0031216328497976065,,,,
162,,,,,,,0.0002024303248617798,0.035876065492630005,0.000998116796836257,0.005609356798231602,0.005609356798231602,0.0033037366811186075,,,,
163,,,,,,,0.00020846992265433073,0.03677159547805786,0.0010235249064862728,0.0056412904523313046,0.0056412904523313046,0.0033324079122394323,,,,
164,,,,,,,0.00019857411098200828,0.0341397188603878,0.0009527801303192973,0.005220079328864813,0.005220079328864813,0.0030864293221384287,,,,
165,,,,,,,0.00020045424753334373,0.03459108993411064,0.0009650044376030564,0.005333933979272842,0.005333933979272842,0.003149469383060932,,,,
166,,,,,,,0.00019699017866514623,0.03430522605776787,0.0009561258484609425,0.0051536099053919315,0.0051536099053919315,0.003054868197068572,,,,
167,,,,,,,0.00019749767670873553,0.033280495554208755,0.000930761219933629,0.0049345712177455425,0.0049345712177455425,0.002932666102424264,,,,
168,,,,,,,0.00019873915880452842,0.03373466059565544,0.0009427361073903739,0.0052124978974461555,0.0052124978974461555,0.0030776176135987043,,,,
169,,,,,,,0.00020119851978961378,0.035316310822963715,0.0009835070231929421,0.005399113520979881,0.005399113520979881,0.003191310213878751,,,,
170,0.0006351578631438315,0.1637684851884842,0.004411790985614061,0.05799659714102745,0.05799659714102745,0.03120419755578041,0.0002068880567094311,0.03795601427555084,0.0010523443343117833,0.005882941652089357,0.005882941652089357,0.0034676427021622658,80.45209740205908,84.5320197044335,9.486324537825064,5.293693855745629
171,,,,,,,0.00020599681010935456,0.0376172810792923,0.001043430413119495,0.00562942773103714,0.00562942773103714,0.0033364291302859783,,,,
172,,,,,,,0.0001967829593922943,0.033315882086753845,0.000931288639549166,0.00515424320474267,0.00515424320474267,0.0030427658930420876,,,,
173,,,,,,,0.00020090249017812312,0.03648095205426216,0.0010124751133844256,0.005544495303183794,0.005544495303183794,0.0032784854993224144,,,,
174,,,,,,,0.00019902300846297294,0.034967564046382904,0.0009737006621435285,0.005412114784121513,0.005412114784121513,0.00319290766492486,,,,
175,,,,,,,0.00020346241944935173,0.035921886563301086,0.0009997783927246928,0.005440237931907177,0.005440237931907177,0.003220007987692952,,,,
176,,,,,,,0.00020148612384218723,0.0349234901368618,0.0009738303488120437,0.00505468063056469,0.00505468063056469,0.0030142555478960276,,,,
177,,,,,,,0.00019692967180162668,0.03373701870441437,0.0009418902918696404,0.005045388359576464,0.005045388359576464,0.002993639325723052,,,,
178,,,,,,,0.00020369979029055685,0.035274334251880646,0.000983708188869059,0.005431072320789099,0.005431072320789099,0.0032073897309601307,,,,
179,,,,,,,0.0001940110814757645,0.032919418066740036,0.0009199909982271492,0.0050191208720207214,0.0050191208720207214,0.002969555789604783,,,,
180,0.0006388831534422934,0.16508762538433075,0.004446632228791714,0.060141872614622116,0.060141872614622116,0.03229425102472305,0.00019888933456968516,0.034821685403585434,0.0009699868969619274,0.005302323494106531,0.005302323494106531,0.0031361556611955166,80.8823328135728,84.82758620689654,9.274451879578507,5.339327797431071
181,,,,,,,0.0001997832441702485,0.034627318382263184,0.0009655746980570257,0.005430365446954966,0.005430365446954966,0.0031979696359485388,,,,
182,,,,,,,0.00019142315431963652,0.03155860677361488,0.0008846768760122359,0.004668502137064934,0.004668502137064934,0.0027765892446041107,,,,
183,,,,,,,0.0002035647485172376,0.03600255399942398,0.0010018462780863047,0.005418894346803427,0.005418894346803427,0.0032103699631989002,,,,
184,,,,,,,0.0002040320250671357,0.03572846204042435,0.000995227717794478,0.005566523410379887,0.005566523410379887,0.0032808752730488777,,,,
185,,,,,,,0.000197843270143494,0.03426310047507286,0.000955499242991209,0.0051354821771383286,0.0051354821771383286,0.003045490710064769,,,,
186,,,,,,,0.0002069384790956974,0.0366758368909359,0.0010203650454059243,0.005649989936500788,0.005649989936500788,0.0033351778984069824,,,,
187,,,,,,,0.00019841408357024193,0.03429520130157471,0.0009565869113430381,0.005171764176338911,0.005171764176338911,0.003064175136387348,,,,
188,,,,,,,0.00019287301984149963,0.0330641008913517,0.0009230391588062048,0.005010835360735655,0.005010835360735655,0.0029669373761862516,,,,
189,,,,,,,0.0001968216383829713,0.03327123448252678,0.0009301915997639298,0.005065555684268475,0.005065555684268475,0.0029978735838085413,,,,
190,0.0006339474348351359,0.164361834526062,0.004426019266247749,0.059742655605077744,0.059742655605077744,0.03208433836698532,0.00019486549717839807,0.03235142305493355,0.0009062184253707528,0.004905428271740675,0.004905428271740675,0.0029058230575174093,81.29576904954358,84.97536945812809,9.334976329858309,5.301418245163325
191,,,,,,,0.0002014073688769713,0.03518280014395714,0.0009802737040445209,0.005480575375258923,0.005480575375258923,0.003230424365028739,,,,
192,,,,,,,0.00019601074745878577,0.03291824087500572,0.0009209614363498986,0.004891504533588886,0.004891504533588886,0.00290623283945024,,,,
193,,,,,,,0.0002000977547140792,0.03571762889623642,0.0009929895168170333,0.005444600246846676,0.005444600246846676,0.003218795172870159,,,,
194,,,,,,,0.0001936613116413355,0.033323757350444794,0.0009299247176386416,0.004961525090038776,0.004961525090038776,0.002945725340396166,,,,
195,,,,,,,0.00019542039080988616,0.03230337053537369,0.0009052945533767343,0.004927479662001133,0.004927479662001133,0.0029163872823119164,,,,
196,,,,,,,0.0001929259451571852,0.03327299654483795,0.0009282879764214158,0.005036662332713604,0.005036662332713604,0.0029824755620211363,,,,
197,,,,,,,0.00019674714712891728,0.03330153226852417,0.0009309118031524122,0.005053414031863213,0.005053414031863213,0.0029921631794422865,,,,
198,,,,,,,0.00019250408513471484,0.03238922730088234,0.0009059828007593751,0.004879942163825035,0.004879942163825035,0.002892962424084544,,,,
199,,,,,,,0.00019436204456724226,0.032587531954050064,0.0009118692250922322,0.005167484749108553,0.005167484749108553,0.0030396769288927317,,,,
200,0.0006353971548378468,0.16468259692192078,0.004434763453900814,0.06054464355111122,0.06054464355111122,0.032489705830812454,0.00019832058751489967,0.03383301571011543,0.0009449856588616967,0.005175068974494934,0.005175068974494934,0.003060028189793229,81.01367216708758,84.87684729064038,9.248609696308195,5.349704891659435
